ORTHOMCL	NCRA	CTHT	Pfam	CAZY	MEROPS
ORTHO_02800	1	1	NAD_binding_7 (2); TP_methylase (2); Sirohm_synth_M (2); Sirohm_synth_C (1)		
ORTHO_02801	1	1			
ORTHO_02802	1	1	Abhydrolase_3 (4)	CE10.hmm (2)	MER033274 (2)
ORTHO_02803	1	1	DAO (2); FAD_binding_2 (2); FAD_oxidored (2); Cyt-b5 (2); NAD_binding_8 (2); Pyr_redox_2 (1)		
ORTHO_02804	1	1	DUF3112 (2)		
ORTHO_02805	1	1	AAR2 (2)		
ORTHO_02806	1	1	ArfGap (2)		
ORTHO_02807	1	1	V-SNARE_C (2); CutC (1)		
ORTHO_02808	1	1	NOB1_Zn_bind (2); PIN_6 (2)		
ORTHO_02809	1	1	HIT (2); DcpS_C (2)		
ORTHO_02810	1	1			
ORTHO_02811	1	1	DEAD_2 (2); Helicase_C_2 (2); HBB (2)		
ORTHO_02812	1	1	Pho88 (2)		
ORTHO_02813	1	1	TLD (3)		
ORTHO_02814	1	1	DUF962 (2)		
ORTHO_02815	1	1	Lactonase (2)		
ORTHO_02816	1	1	DUF4217 (2); Helicase_C (2); DEAD (2); ResIII (1)		
ORTHO_02817	1	1	MHYT (4)		
ORTHO_02818	1	1	Yip1 (2)		
ORTHO_02819	1	1	DUF3824 (3)		
ORTHO_02820	1	1	UCH (2)		MER000864 (2)
ORTHO_02821	1	1	CDC27 (2)		
ORTHO_02822	1	1			
ORTHO_02823	1	1			
ORTHO_02824	1	1	Methyltransf_11 (1); Methyltransf_31 (1); Methyltransf_25 (1)		
ORTHO_02825	1	1			
ORTHO_02826	1	1	G10 (2)		
ORTHO_02827	1	1	NAD_kinase (2)		
ORTHO_02828	1	1	Roc (2); Arf (2); Ras (2)		
ORTHO_02829	1	1	MFS_2 (2)		
ORTHO_02830	1	1	ADP_ribosyl_GH (2)		
ORTHO_02831	1	1	WD40 (2); LisH (2)		
ORTHO_02832	1	1	TPR_8 (4); TPR_16 (4); TPR_7 (2); TPR_1 (2); TPR_11 (2); TPR_14 (2); TPR_2 (2); TPR_19 (1)		
ORTHO_02833	1	1	HD (1)		
ORTHO_02834	1	1	Usp (2)		
ORTHO_02835	1	1	SDA1 (2); NUC130_3NT (2)		
ORTHO_02836	1	1	DnaJ (2)		
ORTHO_02837	1	1			
ORTHO_02838	1	1	SLX9 (2)		
ORTHO_02839	1	1	adh_short (2); adh_short_C2 (2); KR (2); Yae1_N (1)		
ORTHO_02840	1	1	Acetyltransf_9 (2); Acetyltransf_10 (2); Acetyltransf_1 (1)		
ORTHO_02841	1	1	zf-C3HC4 (2); zf-RING_UBOX (2); zf-C3HC4_2 (2)		
ORTHO_02842	1	1			
ORTHO_02843	1	1	GDI (2)		
ORTHO_02844	1	1	PAP1 (4); bZIP_1 (1)		
ORTHO_02845	1	1	HEAT_2 (2)		
ORTHO_02846	1	1			
ORTHO_02847	1	1	DUF3129 (2)		
ORTHO_02848	1	1	SF3b1 (2)		
ORTHO_02849	1	1	Bax1-I (2)		
ORTHO_02850	1	1	MFS_1 (2); Sugar_tr (2)		
ORTHO_02851	1	1			
ORTHO_02852	1	1	DUF1996 (2)		
ORTHO_02853	1	1	Tyr_Deacylase (2)		
ORTHO_02854	1	1	FAD_binding_1 (2); Flavodoxin_1 (2); NAD_binding_1 (2)		
ORTHO_02855	1	1			
ORTHO_02856	1	1	EI24 (1)		
ORTHO_02857	1	1	Fer2_4 (2); Molybdopterin (2); NADH_dhqG_C (2); NADH-G_4Fe-4S_3 (2); Fer2 (1)		
ORTHO_02858	1	1	CVNH (4)		
ORTHO_02859	1	1	RNA_pol (2); RPOL_N (2)		
ORTHO_02860	1	1			
ORTHO_02861	1	1	NUC173 (2)		
ORTHO_02862	1	1	Flavokinase (2)		
ORTHO_02863	1	1			
ORTHO_02864	1	1			
ORTHO_02865	1	1	BING4CT (2)		
ORTHO_02866	1	1	zf-Tim10_DDP (2)		
ORTHO_02867	1	1	PfkB (2)		
ORTHO_02868	1	1	ArgoN (2); ArgoL1 (2); Piwi (2); ArgoL2 (2); PAZ (2); ArgoMid (1)		
ORTHO_02869	1	1	SLC12 (4); AA_permease_2 (2); AA_permease (2)		
ORTHO_02870	1	1	RRP14 (2); SURF6 (2)		
ORTHO_02871	1	1	Ribosomal_L38e (2)		
ORTHO_02872	1	1	V_ATPase_I (2)		
ORTHO_02873	1	1	Bac_rhodopsin (2)		
ORTHO_02874	1	1	Thr_synth_N (2); PALP (2)		
ORTHO_02875	1	1	Cu-oxidase (2); Cu-oxidase_2 (2); Cu-oxidase_3 (2)		
ORTHO_02876	1	1	Meth_synt_1 (2); Meth_synt_2 (2)		
ORTHO_02877	1	1			
ORTHO_02878	1	1			
ORTHO_02879	1	1			
ORTHO_02880	1	1	Zn_clus (2)		
ORTHO_02881	1	1	Ribosomal_S6e (2)		
ORTHO_02882	1	1	Actin (2)		
ORTHO_02883	1	1	Svf1_C (2); Svf1 (2)		
ORTHO_02884	1	1	Hep_59 (2)		
ORTHO_02885	1	1			
ORTHO_02886	1	1	zf-CHY (2)		
ORTHO_02887	1	1	Pyr_redox (2); Pyr_redox_2 (2); EF-hand_1 (2); EF-hand_6 (1)		
ORTHO_02888	1	1			
ORTHO_02889	1	1			
ORTHO_02890	1	1	PALP (2)		
ORTHO_02891	1	1	Pkinase_Tyr (2); Pkinase (2)		
ORTHO_02892	1	1	Tfb2 (2)		
ORTHO_02893	1	1			
ORTHO_02894	1	1	Aldolase_II (2)		
ORTHO_02895	1	1	DUF3835 (3); Prefoldin_3 (2)		
ORTHO_02896	1	1			
ORTHO_02897	1	1	ChAPs (2)		
ORTHO_02898	1	1	Ribosomal_L30_N (2); Ribosomal_L30 (2)		
ORTHO_02899	1	1	RRM_1 (4)		
ORTHO_02900	1	1	Met_10 (2)		
ORTHO_02901	1	1			
ORTHO_02902	1	1			
ORTHO_02903	1	1	Zn_clus (2); Fungal_trans (2)		
ORTHO_02904	1	1	CBS (4)		
ORTHO_02905	1	1	Acyl_transf_1 (2)		
ORTHO_02906	1	1	CBF (3)		
ORTHO_02907	1	1	DUF1770 (2)		
ORTHO_02908	1	1	Inhibitor_I9 (2)		
ORTHO_02909	1	1	WD40 (4); M20_dimer (2); Peptidase_M20 (2)		MER015142 (2); MER026485 (2); MER052470 (2); MER026494 (2); MER057434 (2); MER003397 (2); MER026471 (2); MER003775 (1); MER369972 (1)
ORTHO_02910	1	1	Complex1_LYR_2 (2)		
ORTHO_02911	1	1	Tfb5 (2)		
ORTHO_02912	1	1			
ORTHO_02913	1	1	Glyco_hydro_125 (2)	GH125.hmm (2)	
ORTHO_02914	1	1	ARPC4 (2)		
ORTHO_02915	1	1	Zn_clus (2); Fungal_trans_2 (2)		
ORTHO_02916	1	1	Helicase_C (2); DEAD (2); ResIII (1)		
ORTHO_02917	1	1	WD40 (5)		
ORTHO_02918	1	1	F-box (1)		
ORTHO_02919	1	1	DLH (2)		
ORTHO_02920	1	1	Suf (2)		
ORTHO_02921	1	1	Helicase_C (2); rRNA_proc-arch (2); DSHCT (2); ResIII (2); DEAD (2)		
ORTHO_02922	1	1	Ribosomal_S16 (2)		
ORTHO_02923	1	1	PDEase_II (3)		
ORTHO_02924	1	1			
ORTHO_02925	1	1	Ribosomal_L24e (2)		
ORTHO_02926	1	1	PCI (2)		
ORTHO_02927	1	1	RRM_1 (2)		
ORTHO_02928	1	1	Ran_BP1 (2)		
ORTHO_02929	1	1	AAA (4); AAA_2 (2); IstB_IS21 (1)		
ORTHO_02930	1	1	DUF1992 (2)		
ORTHO_02931	1	1	Rtt106 (2)		
ORTHO_02932	1	1			
ORTHO_02933	1	1			
ORTHO_02934	1	1	His_Phos_1 (3)		
ORTHO_02935	1	1	60KD_IMP (2); TOM13 (1)		
ORTHO_02936	1	1	CTK3 (2); CTK3_C (2)		
ORTHO_02937	1	1	CactinC_cactus (2); Cactin_mid (2)		
ORTHO_02938	1	1	SURF1 (2)		
ORTHO_02939	1	1	DcpS (2); DcpS_C (2)		
ORTHO_02940	1	1	Acyl_CoA_thio (2); 4HBT_3 (2)		
ORTHO_02941	1	1	Peptidase_C15 (1)		
ORTHO_02942	1	1			
ORTHO_02943	1	1	Sod_Fe_N (2); Sod_Fe_C (2)		
ORTHO_02944	1	1	Myb_DNA-bind_6 (1)		
ORTHO_02945	1	1	dCMP_cyt_deam_1 (2)		
ORTHO_02946	1	1	PB1 (2); TPR_12 (2); TPR_2 (2); TPR_7 (2); TPR_6 (2); TPR_8 (2); TPR_1 (2)		
ORTHO_02947	1	1	Vta1 (2)		
ORTHO_02948	1	1	NUC153 (2)		
ORTHO_02949	1	1	Fer4_17 (2); Fer4_8 (2); Fer2_3 (2); Fer4_10 (2)		
ORTHO_02950	1	1	Ank_2 (1)		
ORTHO_02951	1	1	FMN_red (2); Yae1_N (1); Flavodoxin_2 (1)	AA6.hmm (2)	
ORTHO_02952	1	1	GTP_EFTU (2); EFG_II (2)		
ORTHO_02953	1	1	Abhydrolase_1 (2)		MER044357 (2)
ORTHO_02954	1	1	MFS_1 (2)		
ORTHO_02955	1	1	Pro_CA (2)		
ORTHO_02956	1	1	Dynactin_p22 (2)		
ORTHO_02957	1	1	MFS_1 (3)		
ORTHO_02958	1	1	Glyco_transf_25 (2)	GT25.hmm (2)	
ORTHO_02959	1	1	DUF2470 (2)		
ORTHO_02960	1	1	Helicase_C (2); SNF2_N (2); ResIII (2); HSA (1)		
ORTHO_02961	1	1	UQ_con (2)		
ORTHO_02962	1	1	E3_binding (2); Biotin_lipoyl (2)		
ORTHO_02963	1	1	Sec10 (2)		
ORTHO_02964	1	1	YhhN (2)		
ORTHO_02965	1	1	cwf18 (2)		
ORTHO_02966	1	1	Actin (2)		
ORTHO_02967	1	1			
ORTHO_02968	1	1	Ribosomal_L13e (2)		
ORTHO_02969	1	1	Zn_clus (2); Fungal_trans_2 (2)		
ORTHO_02970	1	1	muHD (2); FCH (1)		
ORTHO_02971	1	1	GDA1_CD39 (2)		
ORTHO_02972	1	1	Ndc1_Nup (2)		
ORTHO_02973	1	1	BIR (4)		MER023234 (1); MER018608 (1)
ORTHO_02974	1	1			
ORTHO_02975	1	1	NIR_SIR (4); NIR_SIR_ferr (4); POR_N (2); Flavodoxin_1 (2)		
ORTHO_02976	1	1	zf-C3HC4 (2); zf-RING_2 (2); zf-RING_UBOX (1)		
ORTHO_02977	1	1	UMP1 (2)		
ORTHO_02978	1	1	AAA_5 (2); MCM (2); MCM_N (2); MCM_OB (2); Mg_chelatase (1)		
ORTHO_02979	1	1	Proteasome (2); Proteasome_A_N (2)		MER000553 (2); MER000550 (2); MER004372 (2); MER004996 (2); MER000558 (2); MER016363 (2); MER000549 (2); MER026222 (2); MER033250 (2); MER047329 (1); MER056216 (1)
ORTHO_02980	1	1	G_glu_transpept (3)		MER003580 (2); MER011811 (2); MER006124 (2); MER001978 (2); MER005029 (2); MER011800 (2); MER005831 (2); MER004228 (2); MER001629 (2); MER011143 (1); MER011211 (1)
ORTHO_02981	1	1	Fungal_trans_2 (2); Zn_clus (2)		
ORTHO_02982	1	1	MaoC_dehydratas (2)		
ORTHO_02983	1	1	MIF (1)		
ORTHO_02984	1	1			
ORTHO_02985	1	1	BBE (2); FAD_binding_4 (2)	AA7.hmm (2)	
ORTHO_02986	1	1	CS (2)		
ORTHO_02987	1	1			
ORTHO_02988	1	1	RabGAP-TBC (2)		
ORTHO_02989	1	1	Beta_elim_lyase (2); Aminotran_1_2 (1)		
ORTHO_02990	1	1	Pam16 (2)		
ORTHO_02991	1	1	GILT (2)		
ORTHO_02992	1	1	Nucleoporin_FG (10); Nsp1_C (2)		
ORTHO_02993	1	1	Acyltransferase (2)		
ORTHO_02994	1	1	GrpE (2)		
ORTHO_02995	1	1	DUF1773 (2); TLD (2)		
ORTHO_02996	1	1			
ORTHO_02997	1	1	Ribul_P_3_epim (2)		
ORTHO_02998	1	1	Fungal_trans (2); Zn_clus (2)		
ORTHO_02999	1	1	zf-C2H2_jaz (2); zf-met (2); SF3A3 (2); SF3a60_bindingd (2); DUF3449 (2)		
ORTHO_03000	1	1	UBA (4); XPC-binding (2); ubiquitin (2); Rad60-SLD (2)		
ORTHO_03001	1	1	Cofilin_ADF (2)		
ORTHO_03002	1	1	SMAP (2)		
ORTHO_03003	1	1			
ORTHO_03004	1	1	CBM_1 (1)	GH131.hmm (2); CBM1.hmm (1)	
ORTHO_03005	1	1	Homeobox (2)		
ORTHO_03006	1	1			
ORTHO_03007	1	1			
ORTHO_03008	1	1	GCS (2)		
ORTHO_03009	1	1	ATP-synt_ab (2); ATP-synt_ab_N (2)		
ORTHO_03010	1	1	eIF-1a (2)		
ORTHO_03011	1	1	tRNA-synt_1e (2)		
ORTHO_03012	1	1	CNOT1_TTP_bind (2); DUF3819 (2); CNOT1_HEAT (2); CNOT1_CAF1_bind (2); Not1 (2)		
ORTHO_03013	1	1	Prenyltrans (10)		
ORTHO_03014	1	1	WD40 (4); Mcl1_mid (2); ANAPC4_WD40 (1)		
ORTHO_03015	1	1	VPS28 (2)		
ORTHO_03016	1	1			
ORTHO_03017	1	1	Snf7 (2)		
ORTHO_03018	1	1			
ORTHO_03019	1	1	Rft-1 (2); Polysacc_synt (1)		
ORTHO_03020	1	1	Vps39_2 (2)		
ORTHO_03021	1	1	Vps35 (2)		
ORTHO_03022	1	1	RNase_T (2); UCH_1 (2); UCH (1)		MER030317 (2)
ORTHO_03023	1	1	F_bP_aldolase (2)		
ORTHO_03024	1	1	Cupin_8 (2); JmjC (2); F-box-like (1)		
ORTHO_03025	1	1			
ORTHO_03026	1	1	Thioredoxin_2 (4); Thioredoxin (4); ERp29 (2); OST3_OST6 (1)		
ORTHO_03027	1	1	TauD (2); DUF971 (2)		
ORTHO_03028	1	1	Glyco_hydro_43 (1)	GH43.hmm (1)	
ORTHO_03029	1	1	OB_NTP_bind (2); Helicase_C (2); HA2 (2); DEAD (2)		
ORTHO_03030	1	1	Oxysterol_BP (2)		
ORTHO_03031	1	1	Zn_clus (2)		
ORTHO_03032	1	1	ORC3_N (3)		
ORTHO_03033	1	1	Bromodomain (2)		
ORTHO_03034	1	1	LCM (2); Kelch_4 (1); Cupin_8 (1)		
ORTHO_03035	1	1	MMR_HSR1 (2); Septin (2)		
ORTHO_03036	1	1			
ORTHO_03037	1	1	UPF0047 (2)		
ORTHO_03038	1	1	RRM_1 (6); RRM_5 (3)		
ORTHO_03039	1	1	FHA (2)		
ORTHO_03040	1	1	CorA (2)		
ORTHO_03041	1	1	FGGY_N (2); FGGY_C (2)		
ORTHO_03042	1	1	CRAL_TRIO (2); CRAL_TRIO_N (2)		
ORTHO_03043	1	1	CVNH (2)		
ORTHO_03044	1	1	PIG-H (2)		
ORTHO_03045	1	1	NUDIX (2)		
ORTHO_03046	1	1	RGS (2)		
ORTHO_03047	1	1	Mo25 (2)		
ORTHO_03048	1	1	SURF4 (2)		
ORTHO_03049	1	1	DEAD (2); ResIII (2); Helicase_C (2)		
ORTHO_03050	1	1	P5-ATPase (2); E1-E2_ATPase (2); Hydrolase (1)		
ORTHO_03051	1	1	Ras (4); EF_assoc_1 (2); Roc (2); EF_assoc_2 (2); MMR_HSR1 (1)		
ORTHO_03052	1	1	RTC (2)		
ORTHO_03053	1	1	DUF1741 (2)		
ORTHO_03054	1	1	Carboxyl_trans (2)		
ORTHO_03055	1	1	TFIIF_beta (2)		
ORTHO_03056	1	1	DUF1640 (2)		
ORTHO_03057	1	1			
ORTHO_03058	1	1			
ORTHO_03059	1	1	CFEM (1)		
ORTHO_03060	1	1	CBP4 (2)		
ORTHO_03061	1	1	Prefoldin (2)		
ORTHO_03062	1	1			
ORTHO_03063	1	1	GST_N_2 (2); GST_C_3 (2); GST_N (2); GST_N_3 (2); GST_C (2); GST_C_2 (1)		
ORTHO_03064	1	1	DUF382 (2); PSP (2)		
ORTHO_03065	1	1	K_oxygenase (2); FMO-like (2); NAD_binding_8 (1)		
ORTHO_03066	1	1			
ORTHO_03067	1	1	Cation_efflux (2)		
ORTHO_03068	1	1	PHD (2)		
ORTHO_03069	1	1	DAHP_synth_1 (2)		
ORTHO_03070	1	1	zf-Nse (2); U-box (1); zf-MIZ (1); zf-RING_UBOX (1)		
ORTHO_03071	1	1	UBD (3); ubiquitin (2)		
ORTHO_03072	1	1	adh_short (2); adh_short_C2 (1); KR (1)		
ORTHO_03073	1	1	Mis14 (2)		
ORTHO_03074	1	1	BAR (2); BAR_2 (1)		
ORTHO_03075	1	1			
ORTHO_03076	1	1	NDUFA12 (2)		
ORTHO_03077	1	1	DUF676 (2); CorA (2)		
ORTHO_03078	1	1	Thoc2 (2); Tho2 (2); THOC2_N (2)		
ORTHO_03079	1	1			
ORTHO_03080	1	1	PUF (6)		
ORTHO_03081	1	1	Fasciclin (4)		
ORTHO_03082	1	1	SNARE (2); Syntaxin (2)		
ORTHO_03083	1	1			
ORTHO_03084	1	1	DUF3955 (2); SLC35F (1); EamA (1); UAA (1)		
ORTHO_03085	1	1			
ORTHO_03086	1	1	Aminotran_4 (2)		
ORTHO_03087	1	1	VWA (1)		
ORTHO_03088	1	1	Ribosomal_L1 (2)		
ORTHO_03089	1	1	p450 (2)		
ORTHO_03090	1	1	NUFIP1 (2)		
ORTHO_03091	1	1	Cytochrom_B561 (2); CDH-cyt (2); ATP_sub_h (1); DUF2427 (1)		
ORTHO_03092	1	1	RNase_P_pop3 (2)		
ORTHO_03093	1	1	MOZ_SAS (2)		
ORTHO_03094	1	1	Fungal_trans (2)		
ORTHO_03095	1	1	Sec23_helical (2); Sec23_trunk (2); zf-Sec23_Sec24 (2); Sec23_BS (2); Gelsolin (1)		
ORTHO_03096	1	1	Ribosomal_L21e (2)		
ORTHO_03097	1	1	NifU (2); Nfu_N (2)		
ORTHO_03098	1	1	HlyIII (2)		
ORTHO_03099	1	1	EI24 (2)		
ORTHO_03100	1	1	Drf_GBD (2)		
ORTHO_03101	1	1	Methyltr_RsmB-F (1)		
ORTHO_03102	1	1	Glyco_hydro_16 (2)	GH16.hmm (2)	
ORTHO_03103	1	1	HAUS6_N (2)		
ORTHO_03104	1	1			
ORTHO_03105	1	1	2OG-FeII_Oxy_3 (2)		
ORTHO_03106	1	1	adh_short_C2 (3); KR (2); adh_short (2)		
ORTHO_03107	1	1	CAP_GLY (2)		
ORTHO_03108	1	1	CSN8_PSD8_EIF3K (1)		
ORTHO_03109	1	1	vATP-synt_AC39 (2)		
ORTHO_03110	1	1	DUF1996 (2)		
ORTHO_03111	1	1	Ost4 (2)		
ORTHO_03112	1	1	Polysacc_deac_1 (2)	CE4.hmm (2)	
ORTHO_03113	1	1			
ORTHO_03114	1	1	FF (6); WW (4)		
ORTHO_03115	1	1	Pro_isomerase (2); TPR_2 (1)		
ORTHO_03116	1	1	Roc (2); Gtr1_RagA (2); Ras (2); MMR_HSR1 (2); Arf (2)		
ORTHO_03117	1	1	Histone (2)		
ORTHO_03118	1	1	AAA_12 (2); SEN1_N (2); AAA_11 (2); AAA_19 (2); UvrD-helicase (1)		
ORTHO_03119	1	1	Glyco_hydro_43 (2)	GH43.hmm (2)	
ORTHO_03120	1	1			
ORTHO_03121	1	1			
ORTHO_03122	1	1	CIA30 (2)		
ORTHO_03123	1	1			
ORTHO_03124	1	1			
ORTHO_03125	1	1			
ORTHO_03126	1	1	Ribosomal_L34e (2)		
ORTHO_03127	1	1	dCMP_cyt_deam_1 (2); MafB19-deam (1)		
ORTHO_03128	1	1	MFS_1 (2)		
ORTHO_03129	1	1			
ORTHO_03130	1	1	Glycos_transf_1 (2); Glyco_trans_4_4 (2); Glyco_transf_4 (2); Glyco_trans_1_4 (2); PIGA (2); Glyco_trans_4_2 (2)	GT4.hmm (2)	
ORTHO_03131	1	1	Glyco_hydro_61 (2); CBM_1 (2)	AA9.hmm (2); CBM1.hmm (2)	
ORTHO_03132	1	1	NPC1_N (2); Patched (2); Sterol-sensing (2)		
ORTHO_03133	1	1	WD40 (5); Nup160 (2)		
ORTHO_03134	1	1			
ORTHO_03135	1	1	DNA_pol_E_B (2)		
ORTHO_03136	1	1	SIR2 (2)		
ORTHO_03137	1	1	Raptor_N (2)		
ORTHO_03138	1	1	PUA (1)		
ORTHO_03139	1	1	GATase (2); CTP_synth_N (2); Peptidase_C26 (1)		MER437468 (2); MER436717 (2); MER065554 (1)
ORTHO_03140	1	1	Alk_phosphatase (2); Sulfatase (1); Phosphodiest (1)		
ORTHO_03141	1	1	zf-C2H2 (7); zf-C2H2_6 (6); zf-C2H2_4 (3)		
ORTHO_03142	1	1			
ORTHO_03143	1	1	RRM_1 (4); RBM39linker (2)		
ORTHO_03144	1	1	Hist_deacetyl (2)		
ORTHO_03145	1	1	Abhydrolase_6 (2); Abhydrolase_1 (1); Hydrolase_4 (1)		
ORTHO_03146	1	1			
ORTHO_03147	1	1	DHHC (2)		
ORTHO_03148	1	1			
ORTHO_03149	1	1			
ORTHO_03150	1	1	DNA_primase_S (2)		
ORTHO_03151	1	1	RNA_pol_I_TF (1)		
ORTHO_03152	1	1	Ras (2)		
ORTHO_03153	1	1	Nucleoporin_FG (5); zf-CCCH (2)		
ORTHO_03154	1	1	Proteasome (2)		MER001711 (2); MER035021 (2); MER026595 (2)
ORTHO_03155	1	1	KR (2); adh_short_C2 (2); adh_short (2)		
ORTHO_03156	1	1	UIM (4); VHS (2); FYVE (2)		
ORTHO_03157	1	1	P21-Arc (2)		
ORTHO_03158	1	1	VHS (2)		
ORTHO_03159	1	1	DSPc (2); Y_phosphatase (2); DSPn (2)		
ORTHO_03160	1	1			
ORTHO_03161	1	1	Ist1 (2)		
ORTHO_03162	1	1	Pkinase (2); Pkinase_Tyr (2)		
ORTHO_03163	1	1	GalP_UDP_transf (2); GalP_UDP_tr_C (2)		
ORTHO_03164	1	1	Cation_ATPase_N (2); Cation_ATPase_C (2); E1-E2_ATPase (2); Hydrolase (2); Cation_ATPase (2); Hydrolase_3 (2)		
ORTHO_03165	1	1	MFS_1 (3)		
ORTHO_03166	1	1	Uds1 (2)		
ORTHO_03167	1	1	AMP-binding (2); AMP-binding_C (2)		
ORTHO_03168	1	1	ARID (2)		
ORTHO_03169	1	1	Cpn60_TCP1 (2)		
ORTHO_03170	1	1	G-patch (2); zf-RanBP (1)		
ORTHO_03171	1	1	F-box-like (2); F-box (2); Sec10 (2)		
ORTHO_03172	1	1			
ORTHO_03173	1	1	Ribosomal_L21p (2)		
ORTHO_03174	1	1	UQ_con (2)		
ORTHO_03175	1	1	ATP_bind_3 (2); zn-ribbon_14 (2)		
ORTHO_03176	1	1	CDC14 (2)		
ORTHO_03177	1	1	Aldedh (2)		
ORTHO_03178	1	1	PNP_phzG_C (2); Putative_PNPOx (2)		
ORTHO_03179	1	1			
ORTHO_03180	1	1	Abhydrolase_6 (2)		
ORTHO_03181	1	1	Ribosomal_S2 (4)		
ORTHO_03182	1	1	Pyridox_oxase_2 (2)		
ORTHO_03183	1	1	DUF202 (2)		
ORTHO_03184	1	1	PC_rep (4)		
ORTHO_03185	1	1			
ORTHO_03186	1	1	Peptidase_M20 (2); M20_dimer (2)		MER052470 (2); MER026494 (2); MER026485 (2); MER015142 (2); MER026471 (2); MER003397 (2); MER057434 (2)
ORTHO_03187	1	1	Vezatin (2)		
ORTHO_03188	1	1	TRI12 (2); MFS_1 (2)		
ORTHO_03189	1	1			
ORTHO_03190	1	1			
ORTHO_03191	1	1	Hexapep (2)		
ORTHO_03192	1	1	FeoB_N (2); MMR_HSR1_Xtn (2); MMR_HSR1 (2); TGS (2)		
ORTHO_03193	1	1	Tyr-DNA_phospho (2)		
ORTHO_03194	1	1	BCNT (2)		
ORTHO_03195	1	1	PPR_2 (2); PPR (2); PPR_3 (1); PPR_long (1)		
ORTHO_03196	1	1	zf-C2H2 (4); STE (2); zf-C2H2_4 (1)		
ORTHO_03197	1	1	TRP_N (2); TRP (2)		
ORTHO_03198	1	1	Robl_LC7 (2)		
ORTHO_03199	1	1	DUF1981 (2); Sec7_N (2); DCB (2); Sec7 (2)		
ORTHO_03200	1	1	FtsJ (2)		
ORTHO_03201	1	1	Pkinase_Tyr (4); Pkinase (2)		
ORTHO_03202	1	1	AARP2CN (2); RIBIOP_C (2)		
ORTHO_03203	1	1			
ORTHO_03204	1	1	HET (2)		
ORTHO_03205	1	1	Xpo1 (2); IBN_N (2); Cse1 (2)		
ORTHO_03206	1	1	BBE (2); FAD_binding_4 (2)	AA7.hmm (2)	
ORTHO_03207	1	1	Metallophos (2)		
ORTHO_03208	1	1	V-SNARE_C (2); V-SNARE (2)		
ORTHO_03209	1	1	Mito_carr (6)		
ORTHO_03210	1	1	RRM_1 (2); RNA12 (2)		
ORTHO_03211	1	1	PNP_UDP_1 (2)		
ORTHO_03212	1	1	GPR_Gpa2_C (2); Git3 (2)		
ORTHO_03213	1	1	Acyltransf_C (2); Acyltransferase (2)		
ORTHO_03214	1	1	Ysc84 (2)		
ORTHO_03215	1	1	MFS_1 (2)		
ORTHO_03216	1	1			
ORTHO_03217	1	1	MBOAT_2 (2)		
ORTHO_03218	1	1	HSP20 (2)		
ORTHO_03219	1	1	PCI (2)		
ORTHO_03220	1	1			
ORTHO_03221	1	1	SIP1 (2)		
ORTHO_03222	1	1	Cu_bind_like (1)		
ORTHO_03223	1	1	zf-C3HC4 (2); zf-C3HC4_3 (2); SNF2_N (2); Helicase_C (2); zf-C3HC4_2 (2); ResIII (2); zf-RING_5 (1); zf-RING_UBOX (1); zf-RING_2 (1)		
ORTHO_03224	1	1	Glyco_transf_22 (2)	GT22.hmm (2)	
ORTHO_03225	1	1			
ORTHO_03226	1	1	D123 (2)		
ORTHO_03227	1	1	UBA_4 (2); UBX (1)		
ORTHO_03228	1	1	Acetyltransf_1 (2); Acetyltransf_7 (2); Acetyltransf_10 (2)		
ORTHO_03229	1	1	Lectin_leg-like (2)		
ORTHO_03230	1	1	Peptidase_M16_C (2); Peptidase_M16 (2)		MER015090 (2); MER001413 (2); MER003543 (2); MER390687 (2); MER001229 (2); MER021876 (2); MER026957 (2); MER003885 (2); MER079232 (2); MER003448 (2)
ORTHO_03231	1	1	FHA (2); Pkinase_Tyr (2); Pkinase (2); Kinase-like (2); Yop-YscD_cpl (1)		
ORTHO_03232	1	1	TCTP (2)		
ORTHO_03233	1	1	Glyco_hydro_76 (2)	GH76.hmm (2)	
ORTHO_03234	1	1	Patatin (2); DUF3336 (2)		
ORTHO_03235	1	1	RasGAP (3); CRAL_TRIO_2 (2)		
ORTHO_03236	1	1	Gln-synt_C (2)		
ORTHO_03237	1	1	TPR_10 (4); TPR_8 (3); TPR_16 (3); TPR_4 (2); TPR_6 (2); ANAPC3 (2); TPR_12 (2); TPR_7 (1)		
ORTHO_03238	1	1	Aldedh (2); HLH (1)		
ORTHO_03239	1	1	CNH (2); Vps39_1 (2); Vps39_2 (1)		
ORTHO_03240	1	1	Pkinase_Tyr (2); Pkinase (2)		
ORTHO_03241	1	1	RNA_pol_L_2 (2); RNA_pol_L (2)		
ORTHO_03242	1	1			
ORTHO_03243	1	1	LMBR1 (2)		
ORTHO_03244	1	1	Cupin_2 (2); Cupin_1 (1)		
ORTHO_03245	1	1	ABC2_membrane (2); ABC_tran (2)		
ORTHO_03246	1	1	Mito_carr (2)		
ORTHO_03247	1	1	DUF3684 (2)		
ORTHO_03248	1	1	Coatomer_E (2)		
ORTHO_03249	1	1	Pribosyltran (2)		
ORTHO_03250	1	1	MIS13 (2)		
ORTHO_03251	1	1	Dynamin_N (2); Dynamin_M (2); GED (1)		
ORTHO_03252	1	1	Actin (2)		
ORTHO_03253	1	1	Transp_cyt_pur (2)		
ORTHO_03254	1	1	PHM7_cyt (2); RSN1_TM (2); RSN1_7TM (2)		
